claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
1680,318,68,IL,250/500,2000,1896.5389894626014,0,MALE,High School,Exec-managerial,Movies,other-relative,23409.26361660719,11868.061525738349,Parked Car,Side Collision,Trivial Damage,None,NY,Northbrook,13,4,NO,0,2,Unknown,55267.29814058876,13251.776712968072,1427.5399691351743,35439.340272363566,BMW,2005,0
1681,131,70,TX,500/1000,1000,1927.163958330998,2000000,FEMALE,JD,Prof-specialty,Camping,husband,19131.061803178818,70032.19686336086,Multi-vehicle Collision,Rear Collision,Trivial Damage,Fire,WV,Riverwood,5,3,YES,2,0,YES,12990.676740032779,7496.71526713674,6379.207082779808,30342.742893589966,Chevrolet,2022,0
1682,384,36,TX,500/1000,1000,1042.1979927477732,0,MALE,PhD,Prof-specialty,Reading,own-child,97313.13883615972,70276.32608064906,Multi-vehicle Collision,Unknown,Major Damage,Police,WV,Northbrook,8,4,NO,2,0,YES,96403.17054641941,22926.029065552928,26819.05758583919,41914.68884275364,BMW,2006,0
1683,263,59,IL,100/300,1000,1666.5205644123391,0,FEMALE,College,Craft-repair,Movies,other-relative,28654.591771846273,54848.64460959151,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,4,NO,3,3,Unknown,83091.38348241309,5412.931034701711,4644.6122835430215,77110.24289903126,Volkswagen,1999,0
1684,412,52,TX,100/300,500,1608.2020749022845,1000000,MALE,JD,Adm-clerical,Camping,unmarried,23095.89701471595,9054.881029156802,Vehicle Theft,Rear Collision,Minor Damage,None,PA,Columbus,13,4,Unknown,1,3,NO,6531.690930488984,27848.388017592843,22777.429559050284,17431.406970863703,Volkswagen,2002,0
1685,54,63,CA,100/300,1000,1839.446887557241,1000000,MALE,College,Adm-clerical,Exercise,not-in-family,83487.45062689928,35264.403113672925,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Riverwood,3,2,Unknown,0,3,YES,112955.6980322111,4509.482073689916,10839.312467372276,54735.76538219408,Dodge,2011,0
1686,358,43,FL,250/500,1000,1171.9154603115549,0,FEMALE,High School,Prof-specialty,Chess,not-in-family,41911.621726883895,5092.410762670096,Single Vehicle Collision,Front Collision,Major Damage,Police,PA,Riverwood,0,3,YES,1,1,Unknown,124478.03211388123,24148.010758418885,19879.806447641586,3483.57436869834,Audi,2002,0
1687,130,68,FL,250/500,2000,1295.7097807966884,0,FEMALE,JD,Adm-clerical,Chess,other-relative,42146.54484493091,47759.60188263914,Multi-vehicle Collision,Front Collision,Total Loss,Fire,PA,Riverwood,5,2,YES,2,0,YES,136114.38081904274,12727.466001844014,2215.3950990897574,28579.645938791884,Chevrolet,1996,1
1688,287,22,CA,500/1000,1000,1123.661470372361,0,MALE,PhD,Machine-op-inspct,Exercise,other-relative,44359.04663801518,90644.71318940434,Parked Car,Rear Collision,Total Loss,Fire,VA,Columbus,6,2,YES,3,1,YES,82087.245882511,5580.186988005361,8596.738352581302,42591.91995643305,Saab,2017,0
1689,265,46,FL,250/500,2000,1775.5653789495584,0,FEMALE,Masters,Adm-clerical,Movies,husband,41653.45061206146,225.29826129237262,Vehicle Theft,Rear Collision,Minor Damage,Police,NY,Springfield,20,3,Unknown,3,0,YES,68160.71521781273,12071.368147103136,12743.6921249016,6777.695656700323,Audi,2012,0
1690,457,54,NY,500/1000,1000,844.5534730432016,0,MALE,JD,Machine-op-inspct,Exercise,wife,32656.545495884835,26663.86530424122,Vehicle Theft,Front Collision,Major Damage,None,NY,Northbrook,5,1,YES,1,3,NO,131482.50460254558,6646.554485998007,25716.378782333668,49002.71732265273,Ford,2013,0
1691,466,37,CA,250/500,500,859.563617363667,0,MALE,JD,Prof-specialty,Camping,not-in-family,28633.944255478982,79985.9101148085,Parked Car,Front Collision,Minor Damage,Ambulance,OH,Riverwood,23,2,YES,3,0,NO,60105.17445068678,4079.809525075421,16904.87572938353,27998.27333438,Volkswagen,2015,0
1692,365,66,TX,250/500,1000,1058.9076553656196,0,MALE,JD,Prof-specialty,Reading,wife,88195.96764854412,986.0833821606518,Vehicle Theft,Unknown,Total Loss,Ambulance,PA,Columbus,0,4,Unknown,0,0,NO,98488.74722256698,7174.661967916754,1356.7587923306755,89353.62022194892,Toyota,2004,1
1693,161,38,CA,250/500,1000,845.5142481535268,0,FEMALE,JD,Prof-specialty,Movies,not-in-family,16170.73461353562,1017.3437046006705,Vehicle Theft,Rear Collision,Trivial Damage,None,OH,Northbrook,7,2,YES,2,2,NO,92496.65733193849,26021.954176147578,24055.997199783782,56824.158246491854,Ford,2001,0
1694,379,27,IL,100/300,2000,1341.5102546223811,0,MALE,PhD,Craft-repair,Reading,other-relative,18106.235292293928,61081.85860943991,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Riverwood,11,1,Unknown,0,0,Unknown,56138.08442286753,3178.271624394726,1635.644668544477,22051.35012181299,Volkswagen,2003,0
1695,480,22,TX,250/500,2000,701.7351597432535,5000000,MALE,PhD,Adm-clerical,Exercise,unmarried,57171.910042504234,78919.97567985844,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,NY,Springfield,10,4,YES,1,0,NO,13490.045666124195,29176.187633036723,28030.99691975702,9330.324765733445,Saab,2006,0
1696,86,53,IL,100/300,2000,980.279329106083,5000000,MALE,Masters,Exec-managerial,Chess,unmarried,34365.85796627351,77650.54174666706,Vehicle Theft,Side Collision,Minor Damage,Ambulance,OH,Northbrook,1,2,Unknown,2,2,YES,3701.6230312675098,149.95361063030455,6351.523381211687,3760.708165501399,Chevrolet,2006,0
1697,54,23,TX,100/300,1000,1870.167047713385,0,MALE,PhD,Exec-managerial,Reading,not-in-family,42152.93648470272,77957.8020749287,Multi-vehicle Collision,Unknown,Minor Damage,Police,NY,Northbrook,1,3,NO,0,3,Unknown,64521.54221004039,19747.144631737294,14637.784339711643,8260.516467331523,Ford,1999,0
1698,475,43,FL,250/500,1000,1113.838220287694,0,FEMALE,PhD,Prof-specialty,Reading,not-in-family,80654.6607890683,36100.63448176657,Vehicle Theft,Rear Collision,Total Loss,Ambulance,NY,Columbus,23,4,Unknown,0,2,YES,72439.63543609183,25695.35954514258,2168.429062989272,61237.35147990112,Chevrolet,2005,0
1699,287,21,CA,500/1000,500,1622.350574740264,0,FEMALE,High School,Adm-clerical,Chess,husband,90363.10603771055,88272.41442744588,Single Vehicle Collision,Side Collision,Total Loss,None,VA,Columbus,1,1,Unknown,0,3,NO,123490.40109438886,28018.729443802928,16851.371588932998,76963.80561189116,BMW,2011,1
1700,177,56,NY,500/1000,1000,670.193287559861,0,FEMALE,High School,Machine-op-inspct,Reading,other-relative,79055.36795565471,1283.5601396736895,Vehicle Theft,Front Collision,Minor Damage,None,WV,Columbus,7,2,Unknown,2,3,YES,62454.54166176494,4319.567803702636,14916.86102185445,14190.3070125259,Audi,2009,0
1701,390,56,TX,500/1000,500,871.346762212677,0,FEMALE,College,Exec-managerial,Reading,other-relative,23492.826329075157,31218.87367723004,Multi-vehicle Collision,Unknown,Minor Damage,Police,VA,Springfield,20,3,YES,2,3,YES,42533.40127265365,20946.254893570203,12307.456046440288,36251.88737439262,Saab,2005,0
1702,348,67,TX,250/500,2000,1711.018431800553,0,MALE,Masters,Prof-specialty,Chess,wife,97997.12896090503,33718.76948353899,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Northbrook,23,4,Unknown,3,0,YES,69583.42197723541,3220.476484669419,1067.1875110211927,31945.75735331065,Mercedes,2009,0
1703,7,52,IL,500/1000,2000,1644.4894044345413,0,MALE,High School,Exec-managerial,Chess,husband,36317.65008160959,16557.112581954116,Single Vehicle Collision,Unknown,Trivial Damage,None,VA,Riverwood,6,4,Unknown,1,2,YES,36079.576823391166,10578.344816233008,26368.09135954509,58042.176397807736,Saab,2010,0
1704,320,18,FL,100/300,2000,1079.2338778907317,0,MALE,Masters,Exec-managerial,Exercise,own-child,16906.7061164613,33622.59729920992,Vehicle Theft,Rear Collision,Major Damage,Police,VA,Springfield,15,3,YES,3,2,NO,14158.411361686001,21957.79072520981,24079.097964385877,16522.741566957888,Toyota,2013,0
1705,312,41,IL,500/1000,500,1931.5953530502113,0,MALE,Masters,Exec-managerial,Exercise,unmarried,49949.670546804,58588.4130052109,Single Vehicle Collision,Side Collision,Total Loss,None,PA,Riverwood,23,1,NO,1,2,YES,17399.933536073033,10379.196784892007,18990.900609869725,85803.40600923127,Mercedes,2015,0
1706,246,74,IL,250/500,1000,1865.9645237518182,0,MALE,JD,Prof-specialty,Reading,unmarried,72528.57696349472,52027.93126973825,Parked Car,Side Collision,Trivial Damage,None,OH,Riverwood,21,4,Unknown,2,2,YES,48213.59175459068,9401.241848432035,17166.899479017913,65597.21873197,Audi,2006,0
1707,322,53,FL,500/1000,2000,1943.4511236683597,0,MALE,Masters,Prof-specialty,Movies,other-relative,8327.088130807402,31942.735858453987,Single Vehicle Collision,Side Collision,Total Loss,None,VA,Columbus,8,1,YES,0,1,YES,2395.1244249943584,3481.638564072246,20848.39294109494,85960.9619117296,Volkswagen,1997,0
1708,471,23,NY,100/300,1000,1141.872035281678,0,FEMALE,JD,Craft-repair,Exercise,husband,63428.69146210478,74932.75136824555,Single Vehicle Collision,Unknown,Major Damage,Ambulance,PA,Riverwood,15,1,NO,3,0,YES,33420.391358845096,1993.1428298426401,4319.700477431016,25035.495121307646,Saab,2002,0
1709,470,58,IL,250/500,1000,796.2103755285245,0,MALE,College,Craft-repair,Exercise,own-child,85807.79234265962,71479.05784378073,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,1,3,Unknown,2,1,NO,118234.7095693869,3458.3397384527125,27979.32738949452,52935.63584348415,Dodge,2018,1
1710,442,71,IL,500/1000,2000,1439.9879586370116,0,MALE,College,Craft-repair,Movies,unmarried,26178.148269208767,28069.64770804404,Vehicle Theft,Front Collision,Major Damage,Ambulance,OH,Springfield,2,4,NO,2,0,YES,35575.27026833148,26264.24324835673,8540.198745139229,65930.88754621916,BMW,2005,0
1711,254,63,TX,250/500,500,1527.1597374187977,0,MALE,College,Exec-managerial,Movies,husband,69312.32121767075,32322.839277791747,Parked Car,Front Collision,Minor Damage,Police,PA,Columbus,1,2,Unknown,2,2,Unknown,17054.061900407625,335.9557614277575,19694.70817329007,64014.96442681927,Dodge,1995,0
1712,327,61,FL,250/500,1000,688.16267667578,0,FEMALE,JD,Adm-clerical,Chess,own-child,39990.86299604407,28752.019863212765,Vehicle Theft,Rear Collision,Total Loss,Fire,WV,Riverwood,21,3,Unknown,3,1,Unknown,142387.5437191836,20785.976086058672,18202.67043425714,2019.0143386098803,Audi,2018,1
1713,53,74,CA,250/500,2000,1679.724551443859,0,MALE,JD,Prof-specialty,Exercise,not-in-family,41413.51431395816,12885.116651121552,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,OH,Riverwood,18,3,NO,2,3,YES,93559.2823945671,23058.726896648936,19098.41939146826,89846.19579774067,Mercedes,1998,0
1714,248,48,NY,500/1000,1000,527.0903296399408,0,MALE,College,Craft-repair,Camping,other-relative,28081.40312089128,75278.16429608548,Parked Car,Front Collision,Minor Damage,Ambulance,NY,Riverwood,16,1,NO,1,2,YES,9473.879440632047,17036.649123822866,26368.563692463365,83532.59155191378,BMW,2021,0
1715,238,37,NY,250/500,1000,1224.092581215175,0,MALE,JD,Adm-clerical,Camping,wife,62439.37964398954,4627.651051524906,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,PA,Northbrook,19,2,NO,1,2,NO,9805.472990987972,21923.260835494457,8877.336199518593,10865.712106407704,Mercedes,2000,0
1716,228,41,FL,500/1000,1000,996.5243892423423,0,FEMALE,PhD,Craft-repair,Reading,unmarried,36099.92530301546,15058.049410342279,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbrook,20,3,Unknown,0,3,Unknown,92012.25779202586,19568.09007075301,22468.44564757972,48966.65300913582,Dodge,2004,0
1717,66,42,TX,100/300,1000,1610.454589848626,0,MALE,PhD,Craft-repair,Exercise,unmarried,83090.30034615783,10530.451774784744,Single Vehicle Collision,Rear Collision,Minor Damage,Police,PA,Columbus,11,1,Unknown,3,2,NO,81249.25590870429,13666.75467284078,17951.731918175075,28378.62533321551,Audi,2009,0
1718,50,53,TX,500/1000,1000,969.1410911327239,1000000,MALE,JD,Adm-clerical,Camping,own-child,96290.54230495308,82533.89755243344,Vehicle Theft,Unknown,Minor Damage,Fire,WV,Springfield,10,4,YES,3,0,YES,10722.028472751233,11481.312836288012,2281.809928639205,79112.57203159336,Audi,2002,0
1719,96,38,FL,100/300,500,1740.2106691715492,2000000,FEMALE,JD,Craft-repair,Exercise,wife,93508.76800409245,4400.851538675099,Multi-vehicle Collision,Unknown,Total Loss,Police,PA,Columbus,19,1,YES,3,2,Unknown,34035.16350851364,28239.959652155205,12424.640426459255,62807.01478987506,Mercedes,2008,0
1720,91,47,TX,500/1000,500,1392.4302331712158,5000000,MALE,High School,Exec-managerial,Exercise,not-in-family,16312.837299298855,66462.72899165588,Parked Car,Unknown,Minor Damage,Police,VA,Northbrook,21,2,YES,3,0,Unknown,139391.91571559545,29158.13977711404,25138.547197972333,20194.192390242133,Volkswagen,1996,0
1721,494,41,NY,250/500,2000,1690.840042643108,0,FEMALE,High School,Exec-managerial,Camping,husband,1419.0299994750521,4447.459841080348,Parked Car,Side Collision,Minor Damage,Police,NY,Columbus,18,2,Unknown,3,0,NO,86015.61616691209,19538.14210875089,9460.421667917577,3144.1169685194423,Dodge,2018,1
1722,263,61,NY,500/1000,500,1984.0109567594357,5000000,MALE,Masters,Exec-managerial,Exercise,other-relative,43846.83411221577,78644.34039217993,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,Springfield,5,1,NO,2,2,YES,66328.64702310062,5918.965196954152,14467.916499386278,26327.588055068194,Mercedes,2017,0
1723,417,59,CA,250/500,500,1518.7375186153354,0,FEMALE,Masters,Machine-op-inspct,Movies,husband,72888.37076721867,91271.40863937486,Multi-vehicle Collision,Side Collision,Total Loss,Police,PA,Columbus,9,4,YES,2,3,Unknown,37898.23408209473,13436.974873133624,14659.157044609798,3528.5408254246427,Volkswagen,2014,0
1724,290,47,FL,100/300,500,1977.4254745424662,0,MALE,Masters,Craft-repair,Reading,own-child,97745.5268334961,48684.316583456144,Parked Car,Unknown,Minor Damage,Fire,VA,Riverwood,13,2,Unknown,1,0,NO,20487.857324129713,14896.124702478211,18540.296004175878,12803.83309855277,Dodge,2022,0
1725,95,39,IL,500/1000,1000,543.2544903825581,0,MALE,College,Machine-op-inspct,Chess,unmarried,78342.23015721056,80454.18010122956,Vehicle Theft,Front Collision,Total Loss,Ambulance,VA,Springfield,0,2,NO,3,1,Unknown,60693.43677454682,22739.101573819848,26520.5357937055,57288.80994107265,Volkswagen,2015,0
1726,87,45,IL,250/500,1000,1007.2099827257127,2000000,FEMALE,PhD,Prof-specialty,Camping,not-in-family,58054.93218670399,70641.05328502283,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Springfield,14,4,YES,3,0,YES,138393.80062002942,20033.31393966958,5206.175963554693,67083.14762381044,BMW,2000,0
1727,77,24,CA,100/300,2000,661.7798968434637,0,MALE,College,Adm-clerical,Chess,unmarried,2635.2912229547387,79563.52921734672,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,OH,Springfield,5,3,NO,3,3,YES,7782.353653792481,15444.432882836854,15138.506479203768,42174.719310517765,Saab,1997,0
1728,287,52,CA,100/300,2000,893.4573970766594,1000000,MALE,JD,Prof-specialty,Reading,husband,82554.06915073545,76677.51995259884,Parked Car,Unknown,Minor Damage,Ambulance,WV,Columbus,12,2,NO,1,2,YES,148651.33298345856,20410.936733614708,12728.017778628364,54065.87957540216,Mercedes,1996,0
1729,119,72,TX,500/1000,2000,1758.3318486886617,0,FEMALE,High School,Machine-op-inspct,Movies,not-in-family,17714.50339292111,20536.788373873194,Parked Car,Rear Collision,Trivial Damage,None,PA,Columbus,23,1,YES,3,3,NO,31568.001670200167,721.7054020132185,8877.602703017892,14114.064760314252,Mercedes,2008,0
1730,301,45,CA,100/300,1000,548.4848979891354,0,MALE,JD,Exec-managerial,Movies,other-relative,5560.651418679041,49955.90101547896,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,VA,Riverwood,13,4,YES,3,3,YES,61610.72037965189,23299.059656530913,27588.245308613168,28579.88583089037,Toyota,2012,0
1731,490,31,CA,250/500,500,1280.2744035985907,0,FEMALE,JD,Craft-repair,Movies,own-child,85035.88473542644,96041.41871263858,Parked Car,Side Collision,Major Damage,Fire,WV,Springfield,12,2,Unknown,2,2,NO,7235.170570774776,6348.967020208329,245.13277223141893,64188.25787027008,BMW,2009,0
1732,399,73,IL,100/300,500,1350.6930612985593,0,MALE,High School,Craft-repair,Movies,other-relative,56625.08678720069,34353.29445814916,Vehicle Theft,Rear Collision,Minor Damage,None,PA,Riverwood,23,3,NO,1,1,Unknown,87924.93936465068,19692.274186834475,3663.143778911313,32903.711336050044,Mercedes,1998,0
1733,451,27,TX,100/300,1000,1341.726720007934,0,FEMALE,JD,Exec-managerial,Camping,own-child,12855.159786044935,97048.70906370644,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,15,2,YES,2,1,YES,72791.51217744824,3419.1975641102745,22000.333497483287,31458.129000542274,Saab,2010,0
1734,499,33,CA,250/500,2000,1212.9456107348835,0,MALE,Masters,Craft-repair,Camping,other-relative,38654.26631740812,58316.17114337358,Parked Car,Rear Collision,Total Loss,Police,OH,Northbrook,0,3,YES,0,0,NO,100172.70169284959,3433.825077741044,7903.248140607404,17539.938068641502,Ford,2017,0
1735,164,33,CA,100/300,2000,1685.904447154633,0,MALE,High School,Adm-clerical,Exercise,husband,8554.166722556334,46161.14176657774,Parked Car,Rear Collision,Minor Damage,Ambulance,VA,Columbus,13,2,NO,3,0,NO,81630.38003007515,1069.7293151010601,21695.377832767303,53574.75635826519,Mercedes,2006,0
1736,181,71,TX,100/300,2000,700.3146342583268,0,FEMALE,JD,Adm-clerical,Exercise,wife,63801.0806927802,65775.74650262021,Vehicle Theft,Unknown,Minor Damage,Police,OH,Riverwood,12,2,NO,0,1,NO,60027.57880473681,27306.984304605354,24967.608321466883,72877.5206811259,BMW,2011,0
1737,468,48,FL,100/300,1000,965.8655233261809,0,MALE,Masters,Adm-clerical,Reading,not-in-family,28242.726634267477,81583.91711776936,Parked Car,Rear Collision,Minor Damage,Police,OH,Columbus,22,1,NO,3,2,YES,110794.62632284478,18136.76273075436,7638.4805050359055,42303.108071646646,Mercedes,1995,0
1738,397,59,TX,100/300,2000,1423.5890801677592,1000000,FEMALE,Masters,Prof-specialty,Exercise,own-child,86609.41313653748,39420.81548507492,Parked Car,Unknown,Major Damage,None,VA,Columbus,9,4,YES,0,3,NO,4240.658604150184,10858.858086874448,5758.328635890726,10486.97915675092,Audi,2014,0
1739,222,42,IL,250/500,2000,1536.4270494019338,0,FEMALE,PhD,Exec-managerial,Reading,husband,35779.6028819692,3295.417511463794,Parked Car,Side Collision,Minor Damage,Fire,OH,Northbrook,9,4,YES,2,2,YES,81383.83862075198,23633.33223057926,4359.018980434734,75469.23212865951,Ford,2003,0
1740,310,30,FL,100/300,1000,1106.2226476655844,0,FEMALE,Masters,Adm-clerical,Reading,unmarried,49463.38630199178,70880.62979704114,Single Vehicle Collision,Rear Collision,Minor Damage,Police,PA,Northbrook,3,1,Unknown,1,3,YES,17524.492472436894,18782.466018739964,6002.658326473387,6518.59970367785,Toyota,2006,0
1741,431,23,NY,250/500,500,1813.0568949908497,0,MALE,College,Machine-op-inspct,Reading,unmarried,6352.339750597514,95616.67844973851,Vehicle Theft,Rear Collision,Trivial Damage,Police,PA,Springfield,13,4,NO,0,3,Unknown,65683.24579633208,18602.415537388213,8015.561673515747,42508.29085078793,Chevrolet,2022,0
1742,465,61,TX,100/300,1000,1123.2400950438714,0,MALE,High School,Adm-clerical,Movies,other-relative,27559.261664396985,62498.665027633804,Vehicle Theft,Rear Collision,Minor Damage,Fire,WV,Northbrook,11,4,YES,2,1,Unknown,118773.23487027346,14611.283830890205,26062.494496215262,23570.85252053645,Mercedes,1999,0
1743,6,26,IL,100/300,1000,1104.1642015224998,2000000,MALE,High School,Prof-specialty,Chess,unmarried,67676.72716905974,18841.447854547332,Single Vehicle Collision,Front Collision,Total Loss,None,PA,Springfield,21,4,YES,0,1,YES,21797.881565929827,237.80336004626034,23100.132397572976,84275.00225317561,Dodge,2011,0
